"Name","Code","Last","Change","%","Vol","Buy Vol","Buy Price","Sell Price","Sell Vol","Open","High","Low","Previous Close","Value","Sector","Remarks","Timestamp"
"GlobalInv","B73","0.149","-0.0020","-1.3422818","1054.0","260.0","0.148","0.15","498.0","0.15","0.151","0.149","0.151","158190.0","8",,"2011-08-10 15:07:42",
"GlobalMaster US$ S","CH9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8",,"2011-08-10 15:07:42",
"GlobalTest","G31","0.06","-0.0010","-1.6666667","381.0","94.0","0.06","0.062","50.0","0.06","0.06","0.06","0.061","22860.0","A",,"2011-08-10 15:07:42",
"GLD 10US$@","O87","170.1","3.8","2.23398","48.49","1.0","170.06","170.27","1.0","170.44","171.36","169.93","166.3","8291173.0","8",,"2011-08-10 15:07:42",
"GLP","MC0","1.78","-0.11","-6.179775","19143.0","421.0","1.775","1.78","2.0","1.89","1.91","1.775","1.89","3.495402E7","9",,"2011-08-10 15:07:42",
"GMG","5IM","0.215","0.0","0.0","12634.0","3609.0","0.21","0.215","55.0","0.22","0.225","0.215","0.215","2768940.0","B",,"2011-08-10 15:07:42",
"Golden Ocean","KU3","0.81","-0.05","-6.1728396","4.0","1.0","0.795","0.93","4.0","0.81","0.81","0.81","0.86","3240.0","7",,"2011-08-10 15:07:42",
"GoldenAgr","E5H","0.64","0.0","0.0","139684.0","5215.0","0.64","0.645","10041.0","0.65","0.665","0.635","0.64","9.0899528E7","B",,"2011-08-10 15:07:42",
"GoldenAgr.ES.1108@","OQ5","0.65","0.65","100.0","10.0","50.0","0.635","0.65","50.0","0.65","0.65","0.65","0.0","6500.0","5",,"2011-08-10 15:07:42",
"Goldtron","536","0.0020","0.0","0.0","85.0","63572.0","0.0020","0.0030","866.0","0.0030","0.0030","0.0020","0.0020","210.0","2",,"2011-08-10 15:07:42",
"Goodland","5PC","0.0","0.0","0.0","0.0","20.0","0.245","0.27","61.0","0.0","0.0","0.0","0.27","0.0","9",,"2011-08-10 15:07:42",
"Goodpack","G05","1.77","-0.01","-0.56497175","173.0","3.0","1.77","1.8","57.0","1.78","1.815","1.77","1.78","307535.0","A",,"2011-08-10 15:07:42",
"GP Bat","G08","1.17","-0.02","-1.7094017","44.0","9.0","1.15","1.18","15.0","1.17","1.18","1.17","1.19","51530.0","2","CD","2011-08-10 15:07:42",
"GP Ind","G20","0.48","0.0","0.0","30.0","31.0","0.48","0.49","25.0","0.49","0.49","0.48","0.48","14600.0","2","CD","2011-08-10 15:07:42",
"GrandBanks","G50","0.0","0.0","0.0","0.0","8.0","0.27","0.465","1.0","0.0","0.0","0.0","0.365","0.0","2",,"2011-08-10 15:07:42",
"Great Group","I5H","0.0","0.0","0.0","0.0","12.0","0.152","0.18","20.0","0.0","0.0","0.0","0.2","0.0","2",,"2011-08-10 15:07:42",
"GreatEast","G07","14.3","-0.08","-0.55944055","11.0","3.0","14.2","14.5","1.0","14.3","14.3","14.3","14.38","157300.0","8","CD","2011-08-10 15:07:42",
"GRP","G18","0.19","-0.0050","-2.631579","56.0","4.0","0.19","0.198","8.0","0.19","0.19","0.19","0.195","10640.0","4",,"2011-08-10 15:07:42",
"GuangzhaoIFB","G21","0.022","-0.0010","-4.5454545","1190.0","160.0","0.021","0.022","90.0","0.025","0.025","0.021","0.023","26430.0","B",,"2011-08-10 15:07:42",
"GulTech","G09","0.0","0.0","0.0","0.0","20.0","0.075","0.085","50.0","0.0","0.0","0.0","0.081","0.0","2",,"2011-08-10 15:07:42",
"GuocoLand","F17","2.05","-0.04","-1.9512196","112.0","33.0","2.05","2.07","22.0","2.05","2.1","2.05","2.09","232180.0","9",,"2011-08-10 15:07:42",
"GuocoLeisure","B16","0.625","-0.02","-3.2","1413.0","25.0","0.62","0.625","12.0","0.65","0.655","0.62","0.645","910965.0","1",,"2011-08-10 15:07:42",
"GuthrieG","G33","0.43","-0.01","-2.3255813","662.0","62.0","0.43","0.435","11.0","0.44","0.445","0.435","0.44","289025.0","4",,"2011-08-10 15:07:42",
"Hafary","5PP","0.295","0.0","0.0","6.0","20.0","0.255","0.285","20.0","0.295","0.295","0.295","0.295","1770.0","4",,"2011-08-10 15:07:42",
"Hai Leck","GG7","0.21","0.0","0.0","10.0","18.0","0.205","0.23","50.0","0.21","0.21","0.21","0.21","2100.0","A",,"2011-08-10 15:07:42",
"HanKore","B22","0.036","-0.0010","-2.777778","4475.0","1818.0","0.035","0.036","532.0","0.038","0.039","0.035","0.037","165172.0","A",,"2011-08-10 15:07:42",
"Harry s","5SS","0.0","0.0","0.0","0.0","99.0","0.105","0.12","19.0","0.0","0.0","0.0","0.111","0.0","6",,"2011-08-10 15:07:42",
"Hartawan","5FU","0.095","-0.0070","-7.3684216","2895.0","50.0","0.091","0.095","90.0","0.103","0.103","0.095","0.102","287052.0","7",,"2011-08-10 15:07:42",
"Haw Par","H02","5.89","-0.11","-1.8675722","46.0","2.0","5.88","5.93","1.0","5.98","5.99","5.89","6.0","273540.0","1",,"2011-08-10 15:07:42",
"Healthway","5NG","0.076","0.0","0.0","3597.0","92.0","0.076","0.077","409.0","0.076","0.078","0.075","0.076","273356.0","A",,"2011-08-10 15:07:42",
"Heatec","5OR","0.295","-0.0050","-1.6949153","611.0","5.0","0.235","0.295","599.0","0.295","0.295","0.295","0.3","180245.0","A",,"2011-08-10 15:07:42",
"Heeton","5DP","0.425","-0.01","-2.352941","107.0","10.0","0.42","0.425","10.0","0.435","0.435","0.425","0.435","46125.0","9",,"2011-08-10 15:07:42",
"Heng Long","F6Z","0.475","-0.01","-2.1052632","20.0","10.0","0.455","0.48","3.0","0.475","0.475","0.475","0.485","9500.0","2",,"2011-08-10 15:07:42",
"Hengxin","I85","0.21","-0.01","-4.7619047","10.0","4.0","0.21","0.215","110.0","0.23","0.23","0.21","0.22","2180.0","2",,"2011-08-10 15:07:42",
"Hengyang","5PD","0.0","0.0","0.0","0.0","3.0","0.37","0.495","3.0","0.0","0.0","0.0","0.51","0.0","A",,"2011-08-10 15:07:42",
"Hersing","H28","0.225","0.0","0.0","171.0","79.0","0.225","0.23","45.0","0.22","0.225","0.22","0.225","38225.0","A",,"2011-08-10 15:07:42",
"HG Metal","526","0.085","-0.0050","-5.882353","176.0","84.0","0.084","0.089","18.0","0.09","0.09","0.085","0.09","15080.0","4",,"2011-08-10 15:07:42",
"Hi-P","H17","0.78","-0.04","-5.1282053","117.0","3.0","0.775","0.78","53.0","0.76","0.79","0.76","0.82","91005.0","2",,"2011-08-10 15:07:42",
"Hiap Hoe","5JK","0.44","-0.01","-2.2727273","454.0","2.0","0.44","0.445","11.0","0.465","0.465","0.44","0.45","201455.0","9",,"2011-08-10 15:07:42",
"Hiap Seng","510","0.31","-0.01","-3.2258065","201.0","20.0","0.305","0.31","31.0","0.315","0.32","0.31","0.32","63140.0","3","XD","2011-08-10 15:07:42",
"HiapTong","5PO","0.08","-0.018","-22.5","5.0","113.0","0.08","0.105","8.0","0.08","0.08","0.08","0.098","400.0","7",,"2011-08-10 15:07:42",
"HISAKA","FV2","0.415","-0.0050","-1.2048193","834.0","22.0","0.36","0.405","4.0","0.42","0.43","0.415","0.42","350325.0","2",,"2011-08-10 15:07:42",
"HKLand US$","H78","5.88","-0.32","-5.442177","4591.0","11.0","5.88","5.9","43.0","6.2","6.25","5.85","6.2","2.768647E7","9","CD","2011-08-10 15:07:42",
"HL Asia","H22","1.795","-0.055","-3.064067","437.0","1.0","1.795","1.8","6.0","1.87","1.89","1.785","1.85","802025.0","2",,"2011-08-10 15:07:42",
"HL Fin","S41","2.6","-0.05","-1.923077","395.0","31.0","2.6","2.62","19.0","2.65","2.7","2.6","2.65","1042530.0","8",,"2011-08-10 15:07:42",
"HL Global","L18","0.0","0.0","0.0","0.0","20.0","0.04","0.0","0.0","0.0","0.0","0.0","0.049","0.0","6",,"2011-08-10 15:07:42",
"HLH","H27","0.019","0.0010","5.2631583","4240.0","400.0","0.018","0.019","307.0","0.019","0.02","0.017","0.018","79692.0","3",,"2011-08-10 15:07:42",
"HLN Tech","5HH","0.0","0.0","0.0","0.0","2.0","0.18","0.21","10.0","0.0","0.0","0.0","0.19","0.0","2",,"2011-08-10 15:07:42",
"HMI","588","0.09","-0.0050","-5.5555553","302.0","100.0","0.088","0.09","26.0","0.092","0.092","0.09","0.095","27280.0","A",,"2011-08-10 15:07:42",
"HMIN ADR 10US$+","K3UD","0.0","0.0","0.0","0.0","1.5","35.94","36.2","1.5","0.0","0.0","0.0","44.28","0.0","6",,"2011-08-10 15:07:42",
"HNP ADR 10US$","K3FD","0.0","0.0","0.0","0.0","1.8","16.91","17.03","0.4","0.0","0.0","0.0","17.3","0.0","D",,"2011-08-10 15:07:42",
"Ho Bee","H13","1.3","-0.03","-2.3076923","1190.0","433.0","1.3","1.305","33.0","1.31","1.31","1.29","1.33","1549210.0","9",,"2011-08-10 15:07:42",
"Ho Bee.ES.1108@","OQ4","0.0","0.0","0.0","0.0","25.0","1.29","1.315","25.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-08-10 15:07:42",
"Ho Royal","H12","2.23","0.05","2.2421525","4.0","1.0","2.2","2.23","1.0","2.26","2.26","2.23","2.18","8980.0","6",,"2011-08-10 15:07:42",
"HockLianSeng","J2T","0.27","0.0","0.0","742.0","159.0","0.27","0.275","276.0","0.265","0.27","0.265","0.27","200335.0","3",,"2011-08-10 15:07:42",
"Hoe Leong","H20","0.27","-0.01","-3.7037036","135.0","60.0","0.255","0.27","330.0","0.265","0.265","0.25","0.28","35385.0","4",,"2011-08-10 15:07:42",
"HoGCen","H18","0.71","-0.01","-1.4084507","10.0","5.0","0.69","0.72","15.0","0.71","0.71","0.71","0.72","7100.0","6",,"2011-08-10 15:07:42",
"HongFok","H30","0.47","-0.015","-3.1914895","174.0","47.0","0.465","0.47","8.0","0.49","0.495","0.465","0.485","83895.0","9",,"2011-08-10 15:07:42",
"Hongwei","H80","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.185","0.0","2",,"2011-08-10 15:07:42",
"Hor Kew","H06","0.05","0.0","0.0","56.0","12.0","0.048","0.067","100.0","0.048","0.05","0.048","0.05","2788.0","3",,"2011-08-10 15:07:42",
"Hosen","5EV","0.09","-0.015","-16.666666","50.0","60.0","0.076","0.099","100.0","0.09","0.09","0.09","0.105","4500.0","4",,"2011-08-10 15:07:42",
"Hotung","NT1","0.132","-0.0040","-3.030303","224.0","195.0","0.132","0.135","77.0","0.132","0.135","0.131","0.136","29889.0","8",,"2011-08-10 15:07:42",
"HPH Trust US$","NS8U","0.69","-0.03","-4.347826","34664.0","686.0","0.69","0.695","1198.0","0.735","0.735","0.69","0.72","2.4649156E7","7","XD","2011-08-10 15:07:42",
"HPL","H15","2.01","-0.07","-3.482587","186.0","39.0","2.0","2.01","1.0","2.09","2.11","2.0","2.08","376250.0","1",,"2011-08-10 15:07:42",
"HrGlass","E5P","1.06","0.01","0.9433963","281.0","5.0","1.06","1.065","4.0","1.065","1.065","1.04","1.05","295435.0","4",,"2011-08-10 15:07:42",
"HsuFuChi","AS5","4.0","0.02","0.5","311.0","30.0","3.99","4.0","23.0","4.0","4.01","3.98","3.98","1244000.0","2",,"2011-08-10 15:07:42",
"HSR 500","502","0.0","0.0","0.0","0.0","3.0","0.23","0.3","30.0","0.0","0.0","0.0","0.27","0.0","2",,"2011-08-10 15:07:42",
"HTL Int","H64","0.36","-0.02","-5.5555553","133.0","45.0","0.34","0.36","17.0","0.375","0.375","0.36","0.38","49730.0","2",,"2011-08-10 15:07:42",
"Hu An","KI3","0.27","0.0","0.0","1102.0","119.0","0.265","0.275","62.0","0.265","0.28","0.265","0.27","302575.0","2",,"2011-08-10 15:07:42",
"Hu An 100","OH2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.275","0.0","2",,"2011-08-10 15:07:42",
"HuanHsin","H16","0.0","0.0","0.0","0.0","5.0","0.12","0.15","90.0","0.0","0.0","0.0","0.131","0.0","2",,"2011-08-10 15:07:42",
"Hup Soon","5JY","0.11","-0.015","-13.636364","195.0","80.0","0.111","0.129","80.0","0.11","0.111","0.11","0.125","21501.0","A",,"2011-08-10 15:07:42",
"HupSteel","H73","0.199","0.0070","3.5175881","50.0","2.0","0.192","0.199","95.0","0.2","0.2","0.199","0.192","9985.0","4",,"2011-08-10 15:07:42",
"HwaHong","H19","0.495","-0.01","-2.020202","915.0","19.0","0.495","0.5","60.0","0.5","0.51","0.495","0.505","458520.0","1","CD","2011-08-10 15:07:42",
"Hyflux","600","1.795","0.015","0.8356546","1956.0","83.0","1.795","1.8","76.0","1.78","1.81","1.76","1.78","3506065.0","A","CD","2011-08-10 15:07:42",
"Hyflux 6% CPS 10","N2H","104.8","-0.58","-0.5534351","7.17","0.16","104.8","105.0","0.1","105.38","105.58","104.8","105.38","755312.0","A",,"2011-08-10 15:07:42",
"IFS","I49","0.39","-0.01","-2.5641026","16.0","40.0","0.38","0.39","1.0","0.4","0.4","0.39","0.4","6300.0","8",,"2011-08-10 15:07:42",
"Inch Kenneth","I4R","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","B",,"2011-08-10 15:07:42",
"Indiabulls","F3EU","0.0","0.0","0.0","0.0","10.0","0.17","0.195","151.0","0.0","0.0","0.0","0.205","0.0","9",,"2011-08-10 15:07:42",
"IndoAgri","5JS","1.33","-0.015","-1.1278195","6433.0","26.0","1.325","1.33","4.0","1.4","1.405","1.325","1.345","8840310.0","2",,"2011-08-10 15:07:42",
"IndoAgri.ES.1108@","OQ3","0.0","0.0","0.0","0.0","14.0","1.32","1.345","14.0","0.0","0.0","0.0","1.625","0.0","5",,"2011-08-10 15:07:42",
"Infinio","5CS","0.0","0.0","0.0","0.0","17141.0","0.0050","0.0060","6338.0","0.0","0.0","0.0","0.0060","0.0","A",,"2011-08-10 15:07:42",
"Informatics","I03","0.065","-0.0050","-7.692308","1182.0","10.0","0.064","0.065","1.0","0.067","0.069","0.065","0.07","78854.0","A",,"2011-08-10 15:07:42",
"Inno-Pac","I26","0.0080","0.0","0.0","78.0","642.0","0.0080","0.01","309.0","0.0080","0.0080","0.0080","0.0080","624.0","6",,"2011-08-10 15:07:42",
"InnoTek","M14","0.34","-0.025","-7.352941","1030.0","98.0","0.34","0.345","82.0","0.36","0.36","0.34","0.365","355995.0","2",,"2011-08-10 15:07:42",
"Innovalu","591","0.085","0.0","0.0","63.0","4.0","0.085","0.1","30.0","0.08","0.085","0.08","0.085","5255.0","2",,"2011-08-10 15:07:42",
"Interra Res","5GI","0.128","-0.0020","-1.5625","55.0","3.0","0.128","0.13","10.0","0.13","0.13","0.128","0.13","7056.0","C",,"2011-08-10 15:07:42",
"Intraco","I06","0.23","0.0","0.0","5.0","25.0","0.23","0.27","3.0","0.23","0.23","0.23","0.23","1150.0","1",,"2011-08-10 15:07:42",
"Inv Beve Biz EURO S","J0T","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8",,"2011-08-10 15:07:42",
"Ipco","I11","0.011","-0.0010","-9.090909","242.0","8.0","0.011","0.012","2832.0","0.011","0.011","0.011","0.012","2662.0","3",,"2011-08-10 15:07:42",
"IP Cmdty.ETN.100US$@","J1QZ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-08-10 15:07:42",
"IPC Corp","I12","0.126","0.0010","0.7936508","81.0","20.0","0.126","0.132","18.0","0.126","0.126","0.125","0.125","10185.0","9",,"2011-08-10 15:07:42",
"IPSCOM","571","0.0","0.0","0.0","0.0","15.0","0.04","0.047","10.0","0.0","0.0","0.0","0.048","0.0","2",,"2011-08-10 15:07:42",
"Isetan(S)","I15","0.0","0.0","0.0","0.0","2.0","3.15","3.8","1.0","0.0","0.0","0.0","3.31","0.0","4",,"2011-08-10 15:07:42",
"IS ASIA BND 100US$@","N6M","0.0","0.0","0.0","0.0","20.0","10.09","10.14","20.0","0.0","0.0","0.0","10.08","0.0","8",,"2011-08-10 15:07:42",
"IS DJ USTECH 10US$@","I21","0.0","0.0","0.0","0.0","5.0","59.95","60.33","5.0","0.0","0.0","0.0","59.57","0.0","8",,"2011-08-10 15:07:42",
"IS LC BND 100US$@","N6L","10.31","0.16","1.5518913","112.6","15.0","10.33","10.38","15.0","10.2","10.31","10.2","10.15","1153766.0","8",,"2011-08-10 15:07:42",
"IS MSCI INDIA100US$@","I98","6.66","0.01","0.15015015","763.0","15.3","6.65","6.66","11.9","6.63","6.7","6.63","6.65","5083071.0","8",,"2011-08-10 15:07:42",
"IS MSCI SIN 100US$@","I19","13.03","-0.38","-2.916347","9.0","2.0","12.85","12.89","5.0","13.13","13.13","13.03","13.41","117690.0","8",,"2011-08-10 15:07:42",
"IS S&P500 10US$@","I17","117.88","-1.12","-0.9501188","1.01","4.0","117.49","118.01","4.0","118.7","118.7","117.78","119.0","118991.0","8",,"2011-08-10 15:07:42",
"ISDN","I07","0.15","-0.0080","-5.333333","30.0","5.0","0.146","0.15","78.0","0.15","0.15","0.15","0.158","4500.0","A",,"2011-08-10 15:07:42",
"ITech Grp","N6H","0.061","-0.0040","-6.557377","2.0","53.0","0.061","0.07","35.0","0.061","0.061","0.061","0.065","122.0","A",,"2011-08-10 15:07:42",
"ITE","581","0.0","0.0","0.0","0.0","55.0","0.034","0.046","34.0","0.0","0.0","0.0","0.038","0.0","4",,"2011-08-10 15:07:42",
"JacksInt","J11","0.0","0.0","0.0","0.0","36.0","0.06","0.1","80.0","0.0","0.0","0.0","0.1","0.0","4",,"2011-08-10 15:07:42",
"Jackspeed^","J17","0.0","0.0","0.0","0.0","17.0","0.07","0.12","147.0","0.0","0.0","0.0","0.12","0.0","2",,"2011-08-10 15:07:42",
"Jadason","J03","0.066","0.0040","6.060606","214.0","50.0","0.057","0.066","20.0","0.061","0.066","0.061","0.062","13778.0","4",,"2011-08-10 15:07:42",
"JapanFood","5OI","0.0","0.0","0.0","0.0","10.0","0.25","0.365","40.0","0.0","0.0","0.0","0.36","0.0","6","XD","2011-08-10 15:07:42",
"Jardine C&C","C07","43.23","-0.16","-0.37011334","518.0","2.0","43.13","43.24","1.0","43.47","43.85","41.5","43.39","2.237022E7","4","CD","2011-08-10 15:07:42",
"Jason Marine","5PF","0.0","0.0","0.0","0.0","14.0","0.12","0.134","25.0","0.0","0.0","0.0","0.134","0.0","A",,"2011-08-10 15:07:42",
"JasperInv","FQ7","0.065","-0.0020","-3.0769231","969.0","25.0","0.064","0.065","63.0","0.07","0.07","0.065","0.067","64987.0","A",,"2011-08-10 15:07:42",
"Jaya Hldg","J10","0.5","-0.0050","-1.0","628.0","30.0","0.5","0.52","42.0","0.505","0.515","0.495","0.505","316175.0","7",,"2011-08-10 15:07:42",
"JASO ADR 10US$+","N6AD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"2011-08-10 15:07:42",
"Jets Technics^","J19","0.0","0.0","0.0","0.0","150.0","0.0060","0.013","150.0","0.0","0.0","0.0","0.012","0.0","2",,"2011-08-10 15:07:42",
"JEL Corp^","J16","0.011","0.0","0.0","48.0","84.0","0.01","0.011","159.0","0.01","0.011","0.01","0.011","482.0","4",,"2011-08-10 15:07:42",
"JEP","5FA","0.027","0.0","0.0","110.0","1900.0","0.027","0.028","500.0","0.027","0.027","0.027","0.027","2970.0","2",,"2011-08-10 15:07:42",
"JES","EG0","0.196","0.0","0.0","3728.0","39.0","0.196","0.197","152.0","0.2","0.21","0.196","0.196","747616.0","2",,"2011-08-10 15:07:42",
"JiutianC","C8R","0.032","0.0010","3.125","482.0","725.0","0.03","0.032","617.0","0.03","0.033","0.03","0.031","15581.0","2",,"2011-08-10 15:07:42",
"JLJ","5OS","0.105","0.0","0.0","72.0","72.0","0.088","0.118","83.0","0.105","0.105","0.105","0.105","7560.0","2",,"2011-08-10 15:07:42",
"JMH 400US$","J36","51.36","0.06","0.11682243","240.0","4.4","51.0","51.18","3.2","51.25","51.68","50.44","51.3","1.2266616E7","4","CD","2011-08-10 15:07:42",
"Joyas","E9L","0.0","0.0","0.0","0.0","150.0","0.0090","0.012","205.0","0.0","0.0","0.0","0.012","0.0","2",,"2011-08-10 15:07:42",
"JSH 500US$","J37","29.58","-0.02","-0.06761325","228.0","4.0","29.53","29.6","2.5","29.0","29.54","29.0","29.6","6662920.0","4","CD","2011-08-10 15:07:42",
"JTCn4.826%12102410k","J01Z","0.0","0.0","0.0","0.0","10.0","1.03","0.0","0.0","0.0","0.0","0.0","1.05","0.0","5",,"2011-08-10 15:07:42",
"Juken Tech","J15","0.14","-0.0050","-3.5714285","364.0","100.0","0.14","0.142","35.0","0.15","0.15","0.14","0.145","51710.0","2",,"2011-08-10 15:07:42",
"JunmaTyre","5TF","0.375","0.0","0.0","5.0","8.0","0.25","0.0","0.0","0.375","0.375","0.375","0.375","1875.0","2",,"2011-08-10 15:07:42",
"K-Green","LH4U","1.0","-0.0050","-0.5","899.0","53.0","0.995","1.0","55.0","1.005","1.01","1.0","1.005","901410.0","A",,"2011-08-10 15:07:42",
"K-REIT","K71U","1.245","0.01","0.8032128","949.0","13.0","1.24","1.25","37.0","1.24","1.26","1.235","1.235","1186630.0","9",,"2011-08-10 15:07:42",
"K1 Ventur","K01","0.118","-0.0090","-7.6271186","1498.0","321.0","0.118","0.119","14.0","0.127","0.128","0.118","0.127","181459.0","8",,"2011-08-10 15:07:42",
"Karin","K29","0.0","0.0","0.0","0.0","23.0","0.22","0.23","45.0","0.0","0.0","0.0","0.22","0.0","A",,"2011-08-10 15:07:42",
"KencanaAgri","F9M","0.375","0.01","2.6666667","1072.0","69.0","0.37","0.375","120.0","0.375","0.385","0.365","0.365","397160.0","B",,"2011-08-10 15:07:42",
"Kep Corp","BN4","9.25","-0.6","-6.486487","17546.0","11.0","9.25","9.26","28.0","9.85","9.98","9.13","9.85","1.68518064E8","1",,"2011-08-10 15:07:42",
"Kep Corp.ES.1108@","OQ2","9.25","-1.02","-11.027027","1.0","2.0","9.31","9.32","3.0","9.25","9.25","9.25","10.27","9250.0","5",,"2011-08-10 15:07:42",
"KepLand","K17","3.25","-0.1","-3.0769231","8025.0","17.0","3.25","3.26","49.0","3.36","3.45","3.2","3.35","2.663082E7","9",,"2011-08-10 15:07:42",
"KepLand.ES.1108@","OQ1","3.39","-0.06","-1.7699114","1.0","8.0","3.24","3.29","8.0","3.39","3.39","3.39","3.45","3390.0","5",,"2011-08-10 15:07:42",
"KepT&T","K11","1.255","0.01","0.7968128","227.0","6.0","1.255","1.26","29.0","1.26","1.27","1.23","1.245","283120.0","A",,"2011-08-10 15:07:42",
"KhongGuan","K03","0.0","0.0","0.0","0.0","1.0","1.43","1.53","4.0","0.0","0.0","0.0","1.53","0.0","4","CD","2011-08-10 15:07:42",
"Kian Ann","K04","0.185","0.0050","2.7027028","154.0","23.0","0.185","0.2","13.0","0.18","0.185","0.18","0.18","27855.0","4",,"2011-08-10 15:07:42",
"Kian Ho","K22","0.22","0.0","0.0","35.0","15.0","0.22","0.225","5.0","0.22","0.22","0.22","0.22","7700.0","4",,"2011-08-10 15:07:42",
"Kinergy","5JT","0.0","0.0","0.0","0.0","20.0","0.095","0.116","11.0","0.0","0.0","0.0","0.107","0.0","2",,"2011-08-10 15:07:42",
"Kingboard","K14","0.21","-0.01","-4.7619047","51.0","104.0","0.21","0.24","151.0","0.21","0.21","0.21","0.22","10710.0","2",,"2011-08-10 15:07:42",
"KingsmenC","5MZ","0.555","0.0","0.0","235.0","106.0","0.55","0.555","42.0","0.55","0.555","0.55","0.555","130250.0","A",,"2011-08-10 15:07:42",
"KingWan","554","0.172","-0.0080","-4.6511626","445.0","70.0","0.17","0.172","64.0","0.178","0.178","0.17","0.18","76580.0","3","XD","2011-08-10 15:07:42",
"KitchenCulture","5TI","0.0","0.0","0.0","0.0","21.0","0.255","0.31","30.0","0.0","0.0","0.0","0.28","0.0","4",,"2011-08-10 15:07:42",
"KLW","504","0.0","0.0","0.0","0.0","1800.0","0.0070","0.0080","500.0","0.0","0.0","0.0","0.0090","0.0","2",,"2011-08-10 15:07:42",
"Koda","5BK","0.0","0.0","0.0","0.0","15.0","0.101","0.0","0.0","0.0","0.0","0.0","0.12","0.0","2",,"2011-08-10 15:07:42",
"Koh Bros","K75","0.198","0.0","0.0","632.0","30.0","0.196","0.198","9.0","0.2","0.2","0.198","0.198","125996.0","3",,"2011-08-10 15:07:42",
"Koon","5DL","0.255","-0.01","-3.9215686","475.0","80.0","0.25","0.26","5.0","0.25","0.26","0.25","0.265","123285.0","3",,"2011-08-10 15:07:42",
"Koyo","5OC","0.0","0.0","0.0","0.0","224.0","0.048","0.058","24.0","0.0","0.0","0.0","0.049","0.0","A",,"2011-08-10 15:07:42",
"Kreuz","5RK","0.325","-0.01","-3.0769231","1640.0","20.0","0.325","0.335","122.0","0.345","0.345","0.325","0.335","545810.0","A",,"2011-08-10 15:07:42",
"KS Energy","578","0.0","0.0","0.0","0.0","50.0","0.9","1.0","35.0","0.0","0.0","0.0","1.06","0.0","4",,"2011-08-10 15:07:42",
"KSH Hldg","ER0","0.215","0.0","0.0","980.0","176.0","0.21","0.22","151.0","0.225","0.225","0.21","0.215","214120.0","3",,"2011-08-10 15:07:42",
"KTL Global","EB7","0.39","-0.0050","-1.2820513","3142.0","100.0","0.365","0.39","100.0","0.39","0.39","0.39","0.395","1225380.0","4",,"2011-08-10 15:07:42",
"KXD","K07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","2",,"2011-08-10 15:07:42",
"Kyodo-Allied","ON7","0.174","-0.024","-13.793104","3197.0","30.0","0.167","0.172","3.0","0.197","0.2","0.17","0.198","587398.0","2",,"2011-08-10 15:07:42",
"L-Jacob^","L15","0.017","-0.0030","-17.647058","3.0","179.0","0.017","0.03","100.0","0.017","0.017","0.017","0.02","51.0","2",,"2011-08-10 15:07:42",
"LafeCorp","L05","0.059","0.0","0.0","5.0","105.0","0.055","0.061","24.0","0.059","0.059","0.059","0.059","295.0","2",,"2011-08-10 15:07:42",
"LantroVis","5BH","0.029","0.0","0.0","1813.0","657.0","0.029","0.03","1230.0","0.029","0.03","0.029","0.029","52727.0","A",,"2011-08-10 15:07:42",
"Lasseters","5EL","0.0","0.0","0.0","0.0","18.0","0.138","0.18","30.0","0.0","0.0","0.0","0.184","0.0","A",,"2011-08-10 15:07:42",
"Latitude","5OY","0.0","0.0","0.0","0.0","5.0","0.16","0.0","0.0","0.0","0.0","0.0","0.21","0.0","2",,"2011-08-10 15:07:42",
"LANKom Elec^","L22","0.0","0.0","0.0","0.0","50.0","0.0090","0.023","40.0","0.0","0.0","0.0","0.012","0.0","2",,"2011-08-10 15:07:42",
"LC Dev","L38","0.149","-0.0020","-1.3422818","2432.0","5.0","0.149","0.15","23.0","0.153","0.154","0.149","0.151","367883.0","9",,"2011-08-10 15:07:42",
"LeaderEnv","LS9","0.141","0.0010","0.7092199","1892.0","134.0","0.141","0.143","48.0","0.145","0.149","0.141","0.14","274868.0","A",,"2011-08-10 15:07:42",
"Lee KimTah","L25","0.0","0.0","0.0","0.0","45.0","0.53","0.545","10.0","0.0","0.0","0.0","0.535","0.0","3",,"2011-08-10 15:07:42",
"Leeden","A24","0.445","-0.0050","-1.1235955","61.0","9.0","0.44","0.45","50.0","0.45","0.45","0.43","0.45","27255.0","2","CD","2011-08-10 15:07:42",
"LeeMetal","593","0.0","0.0","0.0","0.0","130.0","0.205","0.21","60.0","0.0","0.0","0.0","0.215","0.0","4",,"2011-08-10 15:07:42",
