"Name","Code","Last","Change","%","Vol","Buy Vol","Buy Price","Sell Price","Sell Vol","Open","High","Low","Previous Close","Value","Sector","Remarks","Timestamp"
"ABF SG BOND ETF@","A35","0.0","0.0","0.0","0.0","20.0","1.15","1.154","10.0","0.0","0.0","0.0","1.133","0.0","8",,"2011-07-26 18:22:39",
"ABR","533","0.6","-0.0050","-0.8333333","10.0","12.0","0.61","0.62","25.0","0.6","0.6","0.6","0.605","6000.0","6",,"2011-07-26 18:22:39",
"Ace Achieve","A75","0.037","0.0010","2.7027028","685.0","550.0","0.036","0.038","237.0","0.035","0.037","0.035","0.036","24783.0","7",,"2011-07-26 18:22:39",
"Achieva","A02","0.057","0.0","0.0","100.0","4.0","0.057","0.062","111.0","0.057","0.057","0.057","0.057","5700.0","4",,"2011-07-26 18:22:39",
"ActionAsia","A59","0.0","0.0","0.0","0.0","58.0","0.141","0.15","25.0","0.0","0.0","0.0","0.148","0.0","2",,"2011-07-26 18:22:39",
"ACH ADR 10US$","K3HD","19.81","0.08","0.40383646","3.4","1.8","19.72","19.83","0.4","19.82","19.82","19.81","19.73","67358.0","2",,"2011-07-26 18:22:39",
"Adampak","5EZ","0.285","0.0","0.0","50.0","200.0","0.28","0.285","36.0","0.285","0.285","0.285","0.285","14250.0","2",,"2011-07-26 18:22:39",
"AddvalTech","A31","0.051","0.0","0.0","1061.0","55.0","0.051","0.052","658.0","0.05","0.051","0.05","0.051","53611.0","A",,"2011-07-26 18:22:39",
"AdvaHldg","5IA","0.0","0.0","0.0","0.0","36.0","0.18","0.2","40.0","0.0","0.0","0.0","0.19","0.0","A",,"2011-07-26 18:22:39",
"Adventus","5EF","0.0","0.0","0.0","0.0","414.0","0.019","0.021","305.0","0.0","0.0","0.0","0.02","0.0","4",,"2011-07-26 18:22:39",
"AdvSCT","5FH","0.03","-0.0020","-6.666667","4270.0","168.0","0.03","0.032","410.0","0.031","0.031","0.028","0.032","128056.0","A",,"2011-07-26 18:22:39",
"AdvSys","520","0.0030","-0.0010","-33.333332","2.0","3499.0","0.0030","0.0040","4143.0","0.0040","0.0040","0.0030","0.0040","7.0","2",,"2011-07-26 18:22:39",
"AEI Corp","A18","0.0","0.0","0.0","0.0","30.0","0.115","0.125","63.0","0.0","0.0","0.0","0.115","0.0","2",,"2011-07-26 18:22:39",
"AEM^","A10","0.042","0.0010","2.3809524","490.0","10.0","0.042","0.043","165.0","0.041","0.042","0.041","0.041","20530.0","2",,"2011-07-26 18:22:39",
"AIM","A54","0.0","0.0","0.0","0.0","11.0","0.083","0.0","0.0","0.0","0.0","0.0","0.08","0.0","2",,"2011-07-26 18:22:39",
"AIMSAMPIReit","BU5U","0.22","0.0","0.0","2067.0","8519.0","0.215","0.22","9367.0","0.22","0.22","0.215","0.22","454510.0","9",,"2011-07-26 18:22:39",
"Albedo","5IB","0.0","0.0","0.0","0.0","150.0","0.032","0.038","143.0","0.0","0.0","0.0","0.033","0.0","4",,"2011-07-26 18:22:39",
"Allgreen","A16","1.59","0.0","0.0","3510.0","8749.0","1.59","1.595","3.0","1.595","1.6","1.59","1.59","5583205.0","9",,"2011-07-26 18:22:39",
"Allgreen.ES.1107@","OC1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:39",
"Allgreen.ES.1108@","OR6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:39",
"AlliedTech","A13","0.0","0.0","0.0","0.0","347.0","0.052","0.058","111.0","0.0","0.0","0.0","0.052","0.0","2",,"2011-07-26 18:22:39",
"Amara","A34","0.365","0.0","0.0","360.0","40.0","0.36","0.365","97.0","0.365","0.365","0.36","0.365","131375.0","6",,"2011-07-26 18:22:39",
"Amplefield","C60","0.015","0.0","0.0","273.0","227.0","0.015","0.02","320.0","0.015","0.015","0.015","0.015","4095.0","2",,"2011-07-26 18:22:39",
"Amtek","M1P","0.96","0.0050","0.5208334","1285.0","271.0","0.955","0.96","94.0","0.96","0.97","0.955","0.955","1232595.0","2",,"2011-07-26 18:22:39",
"Anchun","MF5","0.12","0.0030","2.5000002","827.0","81.0","0.119","0.12","16.0","0.115","0.12","0.115","0.117","97972.0","A",,"2011-07-26 18:22:39",
"AnnAik","A52","0.0","0.0","0.0","0.0","30.0","0.07","0.075","20.0","0.0","0.0","0.0","0.075","0.0","2",,"2011-07-26 18:22:39",
"Annica","5AL","0.025","-0.0010","-4.0","50.0","150.0","0.025","0.029","140.0","0.025","0.025","0.025","0.026","1250.0","2",,"2011-07-26 18:22:39",
"AnwellTech","G5X","0.47","0.03","6.382979","1458.0","10.0","0.465","0.47","5.0","0.445","0.485","0.445","0.44","688320.0","2",,"2011-07-26 18:22:39",
"AP Oil","5AU","0.0","0.0","0.0","0.0","216.0","0.168","0.178","49.0","0.0","0.0","0.0","0.17","0.0","2",,"2011-07-26 18:22:39",
"AP Strat","5RA","0.0","0.0","0.0","0.0","3.0","1.28","1.38","1.0","0.0","0.0","0.0","1.42","0.0","A",,"2011-07-26 18:22:39",
"APB","A46","27.6","0.1","0.36231884","4.0","1.0","27.6","28.5","3.0","27.5","27.6","27.5","27.5","110200.0","2",,"2011-07-26 18:22:39",
"Armarda","5EK","0.05","0.0010","2.0","2486.0","234.0","0.05","0.051","100.0","0.049","0.05","0.049","0.049","124200.0","A",,"2011-07-26 18:22:39",
"Armstrong","A14","0.34","0.02","5.882353","2827.0","93.0","0.34","0.345","172.0","0.315","0.345","0.315","0.32","920445.0","2",,"2011-07-26 18:22:39",
"Artivision","5NK","0.168","0.0","0.0","6777.0","368.0","0.168","0.169","90.0","0.169","0.171","0.167","0.168","1148162.0","A",,"2011-07-26 18:22:39",
"ARA","D1R","1.55","-0.0050","-0.32258067","187.0","6.0","1.535","1.55","9.0","1.56","1.565","1.535","1.555","289910.0","8",,"2011-07-26 18:22:39",
"AscendasIndT","CY6U","0.955","0.0","0.0","359.0","58.0","0.95","0.955","100.0","0.95","0.955","0.95","0.955","342815.0","9",,"2011-07-26 18:22:39",
"Ascendasreit","A17U","2.08","0.01","0.48076925","6306.0","105.0","2.07","2.08","193.0","2.08","2.09","2.06","2.07","1.30783E7","9","XD","2011-07-26 18:22:39",
"AscendasR.ES.1107@","OC2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5","XD","2011-07-26 18:22:39",
"AscendasR.ES.1108@","OR5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5","XD","2011-07-26 18:22:39",
"AscottREIT","A68U","1.22","0.0","0.0","2793.0","1087.0","1.22","1.225","233.0","1.22","1.23","1.22","1.22","3415845.0","9","CD","2011-07-26 18:22:39",
"Asia Env","A58","0.255","0.0","0.0","1483.0","990.0","0.25","0.255","66.0","0.255","0.26","0.25","0.255","378430.0","A",,"2011-07-26 18:22:39",
"Asia Fashion","GH3","0.0","0.0","0.0","0.0","200.0","0.057","0.059","29.0","0.0","0.0","0.0","0.059","0.0","2",,"2011-07-26 18:22:39",
"Asia Water","5GB","0.074","0.0","0.0","1100.0","555.0","0.073","0.075","100.0","0.074","0.074","0.073","0.074","81355.0","A",,"2011-07-26 18:22:39",
"AsiaEntH","A55","0.24","-0.01","-4.166667","4.0","17.0","0.24","0.25","59.0","0.235","0.24","0.235","0.25","945.0","4",,"2011-07-26 18:22:39",
"AsiaMed","505","0.028","-0.0030","-10.714286","700.0","44.0","0.028","0.03","200.0","0.03","0.03","0.027","0.031","19600.0","A",,"2011-07-26 18:22:39",
"AsianMic","585","0.0","0.0","0.0","0.0","110.0","0.0070","0.011","40.0","0.0","0.0","0.0","0.013","0.0","2",,"2011-07-26 18:22:39",
"AsiaPower","A03","0.128","0.0","0.0","20.0","8.0","0.128","0.14","260.0","0.128","0.128","0.128","0.128","2560.0","D",,"2011-07-26 18:22:39",
"Asiasons","5ET","0.182","-0.0040","-2.1978023","1227.0","100.0","0.174","0.182","129.0","0.182","0.182","0.181","0.186","222208.0","A",,"2011-07-26 18:22:39",
"Asiasons WFG","5EC","0.0","0.0","0.0","0.0","52.0","0.13","0.145","10.0","0.0","0.0","0.0","0.14","0.0","8",,"2011-07-26 18:22:39",
"AsiaSilk","5GP","0.0","0.0","0.0","0.0","222.0","0.02","0.028","200.0","0.0","0.0","0.0","0.021","0.0","2",,"2011-07-26 18:22:39",
"Asiatic","5CR","0.0","0.0","0.0","0.0","138.0","0.068","0.079","133.0","0.0","0.0","0.0","0.068","0.0","4",,"2011-07-26 18:22:39",
"Asiatravel","5AM","0.395","0.0","0.0","7.0","6.0","0.375","0.395","5.0","0.375","0.395","0.375","0.395","2725.0","A",,"2011-07-26 18:22:39",
"Aspial","A30","0.53","0.0","0.0","56.0","51.0","0.53","0.535","23.0","0.53","0.54","0.53","0.53","29920.0","4",,"2011-07-26 18:22:39",
"ASJ","538","0.0","0.0","0.0","0.0","222.0","0.042","0.048","350.0","0.0","0.0","0.0","0.042","0.0","2",,"2011-07-26 18:22:39",
"ASL Marine","A04","0.61","0.0","0.0","70.0","2.0","0.61","0.62","21.0","0.6","0.61","0.6","0.61","42155.0","2",,"2011-07-26 18:22:39",
"ASTI","575","0.0","0.0","0.0","0.0","50.0","0.073","0.08","55.0","0.0","0.0","0.0","0.074","0.0","2",,"2011-07-26 18:22:39",
"AusGroup","5GJ","0.375","0.0050","1.3333334","2031.0","268.0","0.375","0.38","600.0","0.37","0.38","0.37","0.37","760960.0","A",,"2011-07-26 18:22:39",
"AustlandPG A$@","K2X","2.61","-0.02","-0.7662836","13.0","3.0","2.62","2.65","3.0","2.53","2.61","2.53","2.63","32970.0","9",,"2011-07-26 18:22:39",
"Autron","A19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","4",,"2011-07-26 18:22:39",
"AURIC","A23","0.65","0.0","0.0","37.0","11.0","0.64","0.65","8.0","0.65","0.65","0.65","0.65","24050.0","4",,"2011-07-26 18:22:39",
"AUSSINO","A15","0.0","0.0","0.0","0.0","40.0","0.07","0.084","18.0","0.0","0.0","0.0","0.08","0.0","4",,"2011-07-26 18:22:39",
"Avi-Tech","CT1","0.15","0.0050","3.3333333","90.0","1.0","0.144","0.15","10.0","0.145","0.15","0.145","0.145","13250.0","A",,"2011-07-26 18:22:39",
"AVJennings A$","A05","0.43","0.03","6.976744","2.0","19.0","0.43","0.48","1.0","0.495","0.495","0.43","0.4","925.0","9",,"2011-07-26 18:22:39",
"Azeus","A69","0.0","0.0","0.0","0.0","62.0","0.057","0.064","35.0","0.0","0.0","0.0","0.064","0.0","A","CD","2011-07-26 18:22:39",
"Aztech","560","0.133","-0.0020","-1.5037594","5.0","10.0","0.133","0.14","10.0","0.133","0.133","0.133","0.135","665.0","2",,"2011-07-26 18:22:39",
"BakerTech","568","0.355","0.0050","1.4084507","2453.0","201.0","0.355","0.36","881.0","0.35","0.36","0.35","0.35","869405.0","2",,"2011-07-26 18:22:39",
"Ban Leong","B26","0.0","0.0","0.0","0.0","10.0","0.12","0.13","10.0","0.0","0.0","0.0","0.135","0.0","4","CD","2011-07-26 18:22:39",
"BanyanTree","B58","0.87","0.01","1.1494253","37.0","10.0","0.87","0.875","14.0","0.87","0.875","0.87","0.86","32220.0","6",,"2011-07-26 18:22:39",
"BBR Hldg","KJ5","0.29","0.0","0.0","80.0","4.0","0.29","0.295","48.0","0.285","0.29","0.285","0.29","23015.0","3",,"2011-07-26 18:22:39",
"Beng Kuang","5MC","0.205","0.0050","2.4390244","849.0","339.0","0.205","0.21","240.0","0.205","0.215","0.205","0.2","176205.0","A",,"2011-07-26 18:22:39",
"Berger","B64","0.0","0.0","0.0","0.0","50.0","0.12","0.125","1.0","0.0","0.0","0.0","0.12","0.0","2",,"2011-07-26 18:22:39",
"BerlianLaju","B66","0.042","0.0","0.0","455.0","150.0","0.041","0.042","4956.0","0.041","0.042","0.041","0.042","18658.0","7",,"2011-07-26 18:22:39",
"Best World","5ER","0.0","0.0","0.0","0.0","2.0","0.187","0.195","50.0","0.0","0.0","0.0","0.188","0.0","4",,"2011-07-26 18:22:39",
"Beyonics","B19","0.23","0.02","8.695652","6718.0","570.0","0.225","0.23","28.0","0.215","0.235","0.21","0.21","1527335.0","2",,"2011-07-26 18:22:39",
"BH Global","B32","0.215","0.0","0.0","563.0","170.0","0.215","0.22","87.0","0.215","0.22","0.21","0.215","121085.0","4",,"2011-07-26 18:22:39",
"Biosensors","B20","1.34","0.025","1.8656716","5985.0","158.0","1.335","1.34","92.0","1.32","1.345","1.315","1.315","7990770.0","2",,"2011-07-26 18:22:39",
"Biosensors.ES.1107@","OC3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:39",
"Biosensors.ES.1108@","OR4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:39",
"BIDU ADR 10US$+","K3SD","164.0","14.0","8.536586","0.71","0.1","162.0","166.0","2.0","159.7","164.0","159.7","150.0","114478.0","A",,"2011-07-26 18:22:39",
"Blumont","A33","0.0","0.0","0.0","0.0","100.0","0.019","0.022","239.0","0.0","0.0","0.0","0.019","0.0","A",,"2011-07-26 18:22:39",
"BMT 100","B08","0.0","0.0","0.0","0.0","0.0","0.0","5.4","2.0","0.0","0.0","0.0","5.4","0.0","8",,"2011-07-26 18:22:39",
"Boardroom","B10","0.54","0.0","0.0","100.0","55.0","0.54","0.55","79.0","0.54","0.54","0.54","0.54","54000.0","A",,"2011-07-26 18:22:39",
"Bonvests","B28","1.005","-0.015","-1.4925374","39.0","1.0","1.005","1.01","22.0","1.01","1.01","1.005","1.02","39380.0","9",,"2011-07-26 18:22:39",
"Boustead Sp","F9D","1.035","0.0","0.0","152.0","27.0","1.035","1.04","50.0","1.04","1.045","1.035","1.035","157945.0","A","CD","2011-07-26 18:22:39",
"BreadTalk","5DA","0.62","0.0050","0.8064516","149.0","137.0","0.615","0.62","238.0","0.615","0.62","0.615","0.615","91955.0","2",,"2011-07-26 18:22:39",
"BrightOrient","5DT","0.0","0.0","0.0","0.0","49.0","0.032","0.05","5.0","0.0","0.0","0.0","0.05","0.0","2",,"2011-07-26 18:22:39",
"Broadway","B69","0.41","0.0","0.0","130.0","123.0","0.405","0.415","80.0","0.405","0.41","0.405","0.41","52690.0","2",,"2011-07-26 18:22:39",
"Brothers","G03","0.2","0.0050","2.5","371.0","27.0","0.2","0.205","71.0","0.195","0.205","0.195","0.195","74130.0","9","CD","2011-07-26 18:22:39",
"BRC Asia","B03","0.0","0.0","0.0","0.0","200.0","0.132","0.145","240.0","0.0","0.0","0.0","0.139","0.0","2",,"2011-07-26 18:22:39",
"BukitSem","B61","4.59","0.0","0.0","57.0","4.0","4.59","4.61","5.0","4.58","4.61","4.58","4.59","262100.0","9","CD","2011-07-26 18:22:39",
"BundCenter","MQ4","0.22","0.01","4.5454545","412.0","402.0","0.21","0.22","296.0","0.21","0.22","0.21","0.21","88175.0","9",,"2011-07-26 18:22:39",
"C&G EP","D79","0.161","-0.0090","-5.590062","231.0","9.0","0.161","0.175","184.0","0.17","0.173","0.161","0.17","39621.0","2",,"2011-07-26 18:22:39",
"C&O Pharm","E92","0.45","0.02","4.4444447","6837.0","225.0","0.445","0.45","28.0","0.43","0.46","0.43","0.43","3048770.0","4",,"2011-07-26 18:22:39",
"Cacola","D2U","0.0","0.0","0.0","0.0","300.0","0.04","0.043","190.0","0.0","0.0","0.0","0.041","0.0","2",,"2011-07-26 18:22:39",
"Cambridge","J91U","0.51","0.0","0.0","1210.0","53.0","0.505","0.51","1332.0","0.51","0.51","0.505","0.51","614790.0","9","XD","2011-07-26 18:22:39",
"CapitaComm","C61U","1.435","-0.025","-1.7421603","5535.0","70.0","1.43","1.435","150.0","1.43","1.44","1.42","1.46","7912285.0","9","XD","2011-07-26 18:22:39",
"Capitaland","C31","2.93","0.01","0.3412969","9808.0","54.0","2.93","2.94","554.0","2.93","2.97","2.93","2.92","2.890199E7","9",,"2011-07-26 18:22:39",
"Capitaland.ES.1107@","OC4","0.0","0.0","0.0","0.0","0.0","0.0","2.96","4.0","0.0","0.0","0.0","2.88","0.0","5",,"2011-07-26 18:22:39",
"Capitaland.ES.1108@","OR3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:39",
"CapitaMall","C38U","1.915","-0.0050","-0.2610966","5738.0","104.0","1.91","1.915","124.0","1.915","1.925","1.9","1.92","1.096594E7","9","XD","2011-07-26 18:22:39",
"CapitaMall.ES.1107@","OC5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5","XD","2011-07-26 18:22:39",
"CapitaMall.ES.1108@","OR2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5","XD","2011-07-26 18:22:39",
"CapitaRChina","AU8U","1.23","-0.01","-0.8130081","845.0","20.0","1.225","1.235","48.0","1.24","1.24","1.225","1.24","1041350.0","9",,"2011-07-26 18:22:39",
"CapMallA1%b120121","M8SZ","0.0","0.0","0.0","0.0","10.0","0.983","0.0","0.0","0.0","0.0","0.0","1.0","0.0","5",,"2011-07-26 18:22:39",
"CapMallA2.15%140121","M8TZ","0.0","0.0","0.0","0.0","15.0","0.996","1.006","15.0","0.0","0.0","0.0","1.003","0.0","5",,"2011-07-26 18:22:39",
"CapMallsAsia","JS8","1.435","-0.0050","-0.34843206","3892.0","675.0","1.435","1.44","110.0","1.44","1.445","1.435","1.44","5599685.0","9","CD","2011-07-26 18:22:39",
"CapMallT2%b130225","NI7Z","0.0","0.0","0.0","0.0","50.0","0.995","0.0","0.0","0.0","0.0","0.0","1.001","0.0","5",,"2011-07-26 18:22:39",
"CarrierNet","5BI","0.01","0.0010","10.0","170.0","530.0","0.01","0.011","823.0","0.01","0.01","0.01","0.0090","1700.0","2",,"2011-07-26 18:22:39",
"Casa","C04","0.102","0.0010","0.9803922","5.0","93.0","0.102","0.12","29.0","0.102","0.102","0.102","0.101","510.0","4",,"2011-07-26 18:22:39",
"CACHE","K2LU","0.98","0.0050","0.5102041","193.0","31.0","0.98","0.985","195.0","0.975","0.985","0.975","0.975","189430.0","9",,"2011-07-26 18:22:39",
"CCM Group","5QZ","0.24","0.0","0.0","6827.0","318.0","0.235","0.24","58.0","0.245","0.25","0.235","0.24","1646075.0","3",,"2011-07-26 18:22:39",
"CDL HTrust@","J85","2.1","-0.02","-0.952381","253.0","12.0","2.1","2.11","60.0","2.12","2.12","2.09","2.12","531790.0","9",,"2011-07-26 18:22:39",
"CDW","D38","0.0","0.0","0.0","0.0","80.0","0.078","0.08","100.0","0.0","0.0","0.0","0.077","0.0","2",,"2011-07-26 18:22:39",
"Celestial","C56","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.17","0.0","2",,"2011-07-26 18:22:39",
"Centillion","C49","0.0020","-0.0010","-50.0","1320.0","68644.0","0.0020","0.0030","34192.0","0.0020","0.0020","0.0020","0.0030","2640.0","2",,"2011-07-26 18:22:39",
"CentraLand","E3S","0.0","0.0","0.0","0.0","5.0","0.26","0.38","5.0","0.0","0.0","0.0","0.36","0.0","9",,"2011-07-26 18:22:39",
"CerebosPac","C20","5.37","0.05","0.9310987","86.0","1.0","5.32","5.37","13.0","5.32","5.37","5.32","5.32","460940.0","2",,"2011-07-26 18:22:39",
"CEA ADR 10US$","K3CD","0.0","0.0","0.0","0.0","0.0","0.0","26.14","1.0","0.0","0.0","0.0","23.74","0.0","7",,"2011-07-26 18:22:39",
"CEI","C11","0.128","0.0050","3.9062498","10.0","100.0","0.12","0.128","5.0","0.128","0.128","0.128","0.123","1280.0","2",,"2011-07-26 18:22:39",
"CFM","5EB","0.0","0.0","0.0","0.0","30.0","0.083","0.088","17.0","0.0","0.0","0.0","0.085","0.0","2",,"2011-07-26 18:22:39",
"CGI Group","5CJ","0.0","0.0","0.0","0.0","130.0","0.02","0.04","285.0","0.0","0.0","0.0","0.04","0.0","2",,"2011-07-26 18:22:39",
"Challenger","573","0.43","-0.035","-8.139535","27.0","13.0","0.43","0.44","6.0","0.42","0.43","0.42","0.465","11410.0","4",,"2011-07-26 18:22:39",
"Changtian","D2V","0.075","0.0","0.0","68.0","17.0","0.075","0.078","150.0","0.075","0.075","0.075","0.075","5100.0","2",,"2011-07-26 18:22:39",
"ChasenHldg","5NV","0.41","0.01","2.4390244","2196.0","111.0","0.41","0.415","4.0","0.4","0.425","0.4","0.4","899745.0","A",,"2011-07-26 18:22:39",
"ChemInd","C05","0.0","0.0","0.0","0.0","7.0","0.425","0.47","10.0","0.0","0.0","0.0","0.44","0.0","2",,"2011-07-26 18:22:39",
"Chemoil US$","AV5","0.305","0.0050","1.6393442","12.0","38.0","0.295","0.305","17.0","0.305","0.305","0.305","0.3","3660.0","4",,"2011-07-26 18:22:39",
"CheungWoh","C50","0.25","0.0","0.0","185.0","25.0","0.245","0.25","31.0","0.25","0.25","0.25","0.25","44250.0","2",,"2011-07-26 18:22:39",
"Chew s Gp","5SY","0.0","0.0","0.0","0.0","10.0","0.225","0.24","166.0","0.0","0.0","0.0","0.24","0.0","2",,"2011-07-26 18:22:39",
"China Dairy","T16","0.08","0.0020","2.5","50.0","50.0","0.077","0.08","150.0","0.08","0.08","0.08","0.078","4000.0","4",,"2011-07-26 18:22:39",
"China Farm","A8J","0.0","0.0","0.0","0.0","10.0","0.2","0.26","50.0","0.0","0.0","0.0","0.23","0.0","2",,"2011-07-26 18:22:39",
"China Fish","B0Z","1.52","0.01","0.65789473","29.0","5.0","1.52","1.53","1.0","1.5","1.52","1.5","1.51","43980.0","A",,"2011-07-26 18:22:39",
"China Great","D50","0.0","0.0","0.0","0.0","89.0","0.018","0.025","118.0","0.0","0.0","0.0","0.021","0.0","3",,"2011-07-26 18:22:39",
"China Haida","C92","0.0","0.0","0.0","0.0","166.0","0.028","0.033","100.0","0.0","0.0","0.0","0.03","0.0","2",,"2011-07-26 18:22:39",
"China HC","592","0.0","0.0","0.0","0.0","100.0","0.163","0.175","331.0","0.0","0.0","0.0","0.17","0.0","A",,"2011-07-26 18:22:39",
"China Hongx","BR9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.115","0.0","2",,"2011-07-26 18:22:39",
"China Intl","C37","0.041","-0.0050","-12.195122","358.0","71.0","0.041","0.06","126.0","0.046","0.047","0.041","0.046","16100.0","7",,"2011-07-26 18:22:39",
"China Paper","C71","0.106","-0.0010","-0.9433963","661.0","200.0","0.105","0.107","20.0","0.106","0.106","0.105","0.107","69916.0","2",,"2011-07-26 18:22:39",
"China Powerpl","Z02","0.0","0.0","0.0","0.0","300.0","0.04","0.042","18.0","0.0","0.0","0.0","0.041","0.0","2",,"2011-07-26 18:22:39",
"China Sky","E90","0.123","0.0","0.0","126.0","11.0","0.122","0.125","12.0","0.121","0.123","0.121","0.123","15418.0","2",,"2011-07-26 18:22:39",
"China Sports","FQ8","0.074","0.0020","2.7027028","422.0","98.0","0.073","0.074","50.0","0.072","0.074","0.072","0.072","30621.0","2",,"2011-07-26 18:22:39",
"China Sun","C86","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.055","0.0","2",,"2011-07-26 18:22:39",
"China XLX","B9R","0.355","0.0","0.0","65.0","20.0","0.355","0.365","35.0","0.355","0.355","0.355","0.355","23075.0","2",,"2011-07-26 18:22:39",
"China YongS","5KK","0.011","0.0","0.0","100.0","300.0","0.011","0.013","200.0","0.011","0.011","0.011","0.011","1100.0","2",,"2011-07-26 18:22:39",
"ChinaACorp","A01","0.026","0.0010","3.8461537","210.0","11.0","0.025","0.027","399.0","0.025","0.027","0.025","0.025","5311.0","1",,"2011-07-26 18:22:39",
"ChinaAElec","T42","0.0","0.0","0.0","0.0","200.0","0.09","0.11","15.0","0.0","0.0","0.0","0.09","0.0","2",,"2011-07-26 18:22:39",
"ChinaAniH","EP4","0.265","0.0050","1.8867925","1420.0","218.0","0.265","0.27","1263.0","0.265","0.27","0.265","0.26","376340.0","2",,"2011-07-26 18:22:39",
"ChinaAOil","G92","1.19","0.02","1.6806722","108.0","23.0","1.185","1.19","29.0","1.17","1.19","1.16","1.17","126785.0","4",,"2011-07-26 18:22:39",
"ChinaBearing","AD7","0.04","-0.0010","-2.5","63.0","167.0","0.038","0.04","17.0","0.04","0.04","0.04","0.041","2520.0","2",,"2011-07-26 18:22:39",
"ChinaEnergy","A0G","0.093","-0.0030","-3.2258065","362.0","108.0","0.093","0.096","81.0","0.095","0.095","0.093","0.096","34236.0","2",,"2011-07-26 18:22:39",
"ChinaEnSave","5QT","0.0040","-0.0010","-25.0","24.0","1416.0","0.0040","0.0050","4.0","0.0040","0.0040","0.0040","0.0050","96.0","3",,"2011-07-26 18:22:39",
"ChinaEnv","5OU","0.108","0.0030","2.777778","52.0","1.0","0.106","0.108","202.0","0.108","0.108","0.105","0.105","5514.0","A",,"2011-07-26 18:22:39",
"ChinaEnvRes 8k","M8J","0.02","-0.0040","-20.0","200.0","32.0","0.019","0.025","184.0","0.02","0.02","0.02","0.024","4000.0","2",,"2011-07-26 18:22:39",
"ChinaEssen","G54","0.265","-0.0050","-1.8867925","210.0","38.0","0.265","0.275","75.0","0.27","0.275","0.265","0.27","56445.0","2","CD","2011-07-26 18:22:39",
"ChinaFash","5FK","0.053","-0.0070","-13.207548","150.0","85.0","0.052","0.06","546.0","0.054","0.054","0.053","0.06","8035.0","2",,"2011-07-26 18:22:39",
"ChinaFibreT","F6D","0.06","0.0020","3.3333335","400.0","20.0","0.058","0.07","70.0","0.058","0.06","0.057","0.058","23550.0","A",,"2011-07-26 18:22:39",
"ChinaFlexP","C59","0.0","0.0","0.0","0.0","1.0","0.076","0.085","53.0","0.0","0.0","0.0","0.077","0.0","2",,"2011-07-26 18:22:39",
"ChinaGaoxian","I4U","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.19","0.0","2",,"2011-07-26 18:22:39",
"ChinaHongc","C0Z","0.0","0.0","0.0","0.0","300.0","0.04","0.055","10.0","0.0","0.0","0.0","0.046","0.0","2",,"2011-07-26 18:22:39",
"ChinaJishan","J18","0.0","0.0","0.0","0.0","16.0","0.061","0.07","73.0","0.0","0.0","0.0","0.075","0.0","A",,"2011-07-26 18:22:39",
"ChinaKangda","P74","0.0","0.0","0.0","0.0","10.0","0.086","0.105","5.0","0.0","0.0","0.0","0.095","0.0","2",,"2011-07-26 18:22:39",
"ChinaKunda","GU5","0.0","0.0","0.0","0.0","300.0","0.07","0.078","92.0","0.0","0.0","0.0","0.07","0.0","2",,"2011-07-26 18:22:39",
"ChinaMilk","G86","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.24","0.0","2",,"2011-07-26 18:22:39",
"ChinaMinzhong","K2N","1.41","0.03","2.1276596","1147.0","9.0","1.41","1.415","12.0","1.39","1.42","1.385","1.38","1606645.0","2",,"2011-07-26 18:22:39",
"ChinaNTown","D4N","0.08","-0.0010","-1.25","1360.0","825.0","0.08","0.081","62.0","0.081","0.081","0.08","0.081","109864.0","9",,"2011-07-26 18:22:39",
"ChinaOilFld","DT2","0.043","-0.0050","-11.627907","40.0","20.0","0.044","0.05","142.0","0.04","0.044","0.04","0.048","1675.0","A",,"2011-07-26 18:22:39",
